Source,Section,Key,English,Chinese,Review Notes
data-translations.ts,Control Frequencies,每笔交易,Per Transaction,每笔交易,
data-translations.ts,Control Frequencies,每日,Daily,每日,
data-translations.ts,Control Frequencies,每月,Monthly,每月,
data-translations.ts,Control Frequencies,每季度,Quarterly,每季度,
data-translations.ts,Test Procedures,获取信用评分模型参数配置，验证模型输入输出一致性，比对系统评分结果与手工计算结果,"Obtain credit scoring model parameters, verify input/output consistency, compare system scores with manual calculations",获取信用评分模型参数配置，验证模型输入输出一致性，比对系统评分结果与手工计算结果,
data-translations.ts,Test Procedures,抽取贷款审批档案，检查收入证明与银行流水交叉验证记录，确认双人复核签章,"Extract loan approval files, check income verification cross-validation records, confirm dual-review signatures",抽取贷款审批档案，检查收入证明与银行流水交叉验证记录，确认双人复核签章,
data-translations.ts,Test Procedures,比对征信授权书签署日期与系统查询日期，验证授权书有效期覆盖查询时点,"Compare authorization signing dates with system query dates, verify authorization validity covers query time",比对征信授权书签署日期与系统查询日期，验证授权书有效期覆盖查询时点,
data-translations.ts,Test Procedures,验证额度计算过程符合政策规定，超额审批经逐级授权，审批权限矩阵执行有效,"Verify limit calculation complies with policy, excess approvals have cascading authorization, authority matrix effective",验证额度计算过程符合政策规定，超额审批经逐级授权，审批权限矩阵执行有效,
data-translations.ts,Test Procedures,检查贷款用途声明材料齐备性，验证用途分类与监管要求及内部政策的一致性,"Check loan purpose statement completeness, verify purpose classification consistency with regulatory and internal policies",检查贷款用途声明材料齐备性，验证用途分类与监管要求及内部政策的一致性,
data-translations.ts,Test Procedures,获取资金监控系统日志，验证白名单配置有效性，测试大额划转预警触发逻辑,"Obtain fund monitoring system logs, verify whitelist configuration, test large transfer alert trigger logic",获取资金监控系统日志，验证白名单配置有效性，测试大额划转预警触发逻辑,
data-translations.ts,Test Procedures,核查关联方识别系统输出结果，验证穿透层级是否达到监管要求，确认关联交易特别审批,"Verify related party identification system output, check penetration levels meet regulatory requirements, confirm special approval",核查关联方识别系统输出结果，验证穿透层级是否达到监管要求，确认关联交易特别审批,
data-translations.ts,Test Procedures,验证异常交易识别模型规则配置，测试预警阈值触发准确性，检查响应时效,"Verify anomaly detection model rule configuration, test alert threshold trigger accuracy, check response timeliness",验证异常交易识别模型规则配置，测试预警阈值触发准确性，检查响应时效,
data-translations.ts,Test Procedures,抽查回访记录，验证回访频率符合风险等级要求，确认回访内容覆盖关键风险指标,"Spot-check follow-up records, verify frequency meets risk level requirements, confirm coverage of key risk indicators",抽查回访记录，验证回访频率符合风险等级要求，确认回访内容覆盖关键风险指标,
data-translations.ts,Test Procedures,核验评估机构资质，检查重估报告时效性，验证评估基准日与估值日偏差在合理范围,"Verify appraiser qualifications, check revaluation report timeliness, verify basis date deviation within reasonable range",核验评估机构资质，检查重估报告时效性，验证评估基准日与估值日偏差在合理范围,
data-translations.ts,Test Procedures,验证预警规则配置完整性，测试触发及时性（T+0），确认升级处置流程有效执行,"Verify alert rule configuration completeness, test trigger timeliness (T+0), confirm escalation process effective execution",验证预警规则配置完整性，测试触发及时性（T+0），确认升级处置流程有效执行,
data-translations.ts,Test Procedures,检查分类调整触发规则的覆盖面，验证调整审批权限执行，比对分类结果与五级标准,"Check classification trigger rule coverage, verify adjustment approval authority, compare results with five-category standard",检查分类调整触发规则的覆盖面，验证调整审批权限执行，比对分类结果与五级标准,
data-translations.ts,Test Procedures,验证额度核定与信用评分结果的联动关系，确认高风险客户限额机制有效执行,"Verify linkage between limit determination and credit scores, confirm high-risk client limit mechanism effective",验证额度核定与信用评分结果的联动关系，确认高风险客户限额机制有效执行,
data-translations.ts,Test Procedures,验证贷后监控发现的风险信号能否及时触发分类调整，检查调整审批链完整性,"Verify post-loan monitoring risk signals trigger timely classification adjustments, check approval chain completeness",验证贷后监控发现的风险信号能否及时触发分类调整，检查调整审批链完整性,
data-translations.ts,Control Descriptions,对借款人信用评分模型输出结果进行独立验证，确认评分模型参数设置合理、评分结果准确反映借款人信用状况,"Independently verify credit scoring model output, confirm parameter settings are reasonable and scores accurately reflect borrower creditworthiness",对借款人信用评分模型输出结果进行独立验证，确认评分模型参数设置合理、评分结果准确反映借款人信用状况,
data-translations.ts,Control Descriptions,信贷审批人员对借款人提交的收入证明材料进行真实性、完整性审核，包括银行流水交叉验证和雇主确认,"Credit approval staff review borrower income documentation for authenticity and completeness, including bank statement cross-validation and employer confirmation",信贷审批人员对借款人提交的收入证明材料进行真实性、完整性审核，包括银行流水交叉验证和雇主确认,
data-translations.ts,Control Descriptions,在查询借款人征信报告前取得借款人书面授权，确保授权书签署日期早于征信查询日期且在有效期内,"Obtain written borrower authorization before querying credit report, ensure signing date precedes query date and is within validity period",在查询借款人征信报告前取得借款人书面授权，确保授权书签署日期早于征信查询日期且在有效期内,
data-translations.ts,Control Descriptions,根据借款人收入、负债、抵押物价值等因素按审批权限矩阵核定贷款额度，超额须逐级上报审批,"Determine loan limits based on income, debt, collateral value per authority matrix; excess requires escalated approval",根据借款人收入、负债、抵押物价值等因素按审批权限矩阵核定贷款额度，超额须逐级上报审批,
data-translations.ts,Control Descriptions,审核借款人提交的贷款用途声明材料，确认贷款用途符合监管要求和银行内部政策,"Review loan purpose statement materials, confirm purpose complies with regulatory requirements and internal policies",审核借款人提交的贷款用途声明材料，确认贷款用途符合监管要求和银行内部政策,
data-translations.ts,Control Descriptions,通过系统自动化规则监控贷款资金流向，对流向非白名单账户或大额异常划转进行实时预警,"Monitor fund flow via automated rules, real-time alerts for non-whitelist accounts or large abnormal transfers",通过系统自动化规则监控贷款资金流向，对流向非白名单账户或大额异常划转进行实时预警,
data-translations.ts,Control Descriptions,对借款人及其关联方进行穿透式核查，识别隐性关联关系和关联交易，防止集团客户风险,"Conduct penetrating inspection of borrower and related parties, identify hidden relationships and transactions, prevent group risk",对借款人及其关联方进行穿透式核查，识别隐性关联关系和关联交易，防止集团客户风险,
data-translations.ts,Control Descriptions,基于规则引擎和机器学习模型对还款异常、资金回流等可疑模式进行自动识别和预警,"Automatically identify and alert on suspicious patterns like repayment anomalies and fund reflux via rule engine and ML models",基于规则引擎和机器学习模型对还款异常、资金回流等可疑模式进行自动识别和预警,
data-translations.ts,Control Descriptions,按照贷款风险等级对存量客户进行定期回访，核实经营状况和还款能力变化,"Conduct regular follow-ups with existing clients by risk level, verify business conditions and repayment capacity changes",按照贷款风险等级对存量客户进行定期回访，核实经营状况和还款能力变化,
data-translations.ts,Control Descriptions,委托独立评估机构对抵押物进行定期重新估值，确保抵押率保持在安全范围内,"Commission independent appraisers for periodic collateral revaluation, ensure LTV ratio stays within safe range",委托独立评估机构对抵押物进行定期重新估值，确保抵押率保持在安全范围内,
data-translations.ts,Control Descriptions,系统自动监控贷款还款状态，对即将逾期和已逾期贷款按升级规则发出预警并触发催收流程,"System auto-monitors repayment status, issues alerts per escalation rules for near-overdue and overdue loans, triggers collection",系统自动监控贷款还款状态，对即将逾期和已逾期贷款按升级规则发出预警并触发催收流程,
data-translations.ts,Control Descriptions,根据借款人还款行为和财务状况变化，按五级分类标准定期调整贷款风险分类，需经授权审批,"Periodically adjust loan risk classification per five-category standard based on repayment behavior and financial changes; requires authorization",根据借款人还款行为和财务状况变化，按五级分类标准定期调整贷款风险分类，需经授权审批,
data-translations.ts,Findings,抽样测试发现部分信贷审批岗未按规定对收入证明进行交叉验证，仅凭单一收入证明材料即通过审核,"Sampling tests found some credit approval staff did not cross-validate income documents as required, approving based on single evidence only",抽样测试发现部分信贷审批岗未按规定对收入证明进行交叉验证，仅凭单一收入证明材料即通过审核,
data-translations.ts,Findings,部分征信查询操作在取得正式授权前已执行，授权书日期晚于系统查询记录日期,"Some credit inquiries were executed before formal authorization was obtained; authorization dates are later than system query dates",部分征信查询操作在取得正式授权前已执行，授权书日期晚于系统查询记录日期,
data-translations.ts,Findings,现有分类调整触发规则未充分覆盖行业下行周期下的风险特征，部分贷款分类滞后于实际风险水平,"Existing trigger rules do not adequately cover risk characteristics during industry downturns; some loan classifications lag actual risk levels",现有分类调整触发规则未充分覆盖行业下行周期下的风险特征，部分贷款分类滞后于实际风险水平,
data-translations.ts,Findings,部分抵押物重估报告未在规定时间窗口内完成，且评估基准日与实际估值日存在较大偏差,"Some collateral revaluation reports were not completed within the prescribed time window, with significant deviation between basis and valuation dates",部分抵押物重估报告未在规定时间窗口内完成，且评估基准日与实际估值日存在较大偏差,
data-translations.ts,Findings Impact,可能导致信用风险被低估，存在不良贷款生成风险，影响贷款组合整体质量,"May lead to underestimated credit risk, potential NPL generation risk, affecting overall loan portfolio quality",可能导致信用风险被低估，存在不良贷款生成风险，影响贷款组合整体质量,
data-translations.ts,Findings Impact,存在合规风险，可能面临监管处罚和客户投诉,"Compliance risk exists, potentially facing regulatory penalties and customer complaints",存在合规风险，可能面临监管处罚和客户投诉,
data-translations.ts,Findings Impact,可能导致风险分类准确度下降，影响拨备计提的充分性,"May reduce risk classification accuracy, affecting provision adequacy",可能导致风险分类准确度下降，影响拨备计提的充分性,
data-translations.ts,Findings Impact,抵押物价值变动未能及时反映，可能导致抵押率失真，影响风险缓释效果,"Collateral value changes not reflected timely, may distort LTV ratios, affecting risk mitigation effectiveness",抵押物价值变动未能及时反映，可能导致抵押率失真，影响风险缓释效果,
data-translations.ts,Findings Recommendation,加强审批岗位培训、增设系统强制校验环节、建立双人复核机制,"Strengthen approval staff training, add mandatory system validation, establish dual-review mechanism",加强审批岗位培训、增设系统强制校验环节、建立双人复核机制,
data-translations.ts,Findings Recommendation,系统增加授权前置校验，未上传有效授权书前锁定征信查询功能,"Add pre-authorization system validation, lock credit inquiry function until valid authorization is uploaded",系统增加授权前置校验，未上传有效授权书前锁定征信查询功能,
data-translations.ts,Findings Recommendation,优化分类触发规则，纳入宏观经济和行业景气指标作为前瞻性调整依据,"Optimize classification trigger rules, incorporate macroeconomic and industry indicators as forward-looking adjustment basis",优化分类触发规则，纳入宏观经济和行业景气指标作为前瞻性调整依据,
data-translations.ts,Findings Recommendation,建立重估时限提醒机制、引入系统自动触发评估流程,"Establish revaluation deadline reminder mechanism, introduce system-triggered appraisal workflow",建立重估时限提醒机制、引入系统自动触发评估流程,
data-translations.ts,Findings Extended,抽样测试发现部分信贷审批岗未按规定对收入证明进行交叉验证，仅凭单一收入证明材料即通过审核。涉及分行包括华东区分行和华南区分行。,"Sampling tests found some credit approval staff did not cross-validate income documents as required. Affected branches include East China and South China regions.",抽样测试发现部分信贷审批岗未按规定对收入证明进行交叉验证，仅凭单一收入证明材料即通过审核。涉及分行包括华东区分行和华南区分行。,
data-translations.ts,Findings Extended,部分抵押物重估报告未在规定时间窗口内完成，且评估基准日与实际估值日存在较大偏差（超过30天）。涉及华北区分行和西南区分行。,"Some collateral revaluation reports were not completed within the prescribed time window, with significant deviation (>30 days). Affected: North China and Southwest regions.",部分抵押物重估报告未在规定时间窗口内完成，且评估基准日与实际估值日存在较大偏差（超过30天）。涉及华北区分行和西南区分行。,
data-translations.ts,Findings Extended,部分征信查询操作在取得正式授权前已执行，授权书日期晚于系统查询记录日期1-3天。涉及华中区分行。,"Some credit inquiries were executed before formal authorization; authorization dates are 1-3 days later than system query dates. Affected: Central China region.",部分征信查询操作在取得正式授权前已执行，授权书日期晚于系统查询记录日期1-3天。涉及华中区分行。,
data-translations.ts,Findings Extended,现有分类调整触发规则未充分覆盖行业下行周期下的风险特征，部分贷款分类滞后于实际风险水平。涉及制造业和房地产行业贷款。,"Existing trigger rules do not adequately cover downturns; some classifications lag actual risk. Affected: manufacturing and real estate sector loans.",现有分类调整触发规则未充分覆盖行业下行周期下的风险特征，部分贷款分类滞后于实际风险水平。涉及制造业和房地产行业贷款。,
data-translations.ts,Findings Extended,可能导致信用风险被低估，存在不良贷款生成风险，影响贷款组合整体质量。按当前偏差率推算，涉及贷款余额约2.4亿元。,"May underestimate credit risk with potential NPL generation, affecting portfolio quality. Estimated exposure at current deviation rate: ~CNY 240 million.",可能导致信用风险被低估，存在不良贷款生成风险，影响贷款组合整体质量。按当前偏差率推算，涉及贷款余额约2.4亿元。,
data-translations.ts,Findings Extended,抵押物价值变动未能及时反映，可能导致抵押率失真，影响风险缓释效果。涉及抵押物估值约1.8亿元。,"Collateral value changes not timely reflected, may distort LTV. Estimated collateral value involved: ~CNY 180 million.",抵押物价值变动未能及时反映，可能导致抵押率失真，影响风险缓释效果。涉及抵押物估值约1.8亿元。,
data-translations.ts,Findings Extended,存在合规风险，可能面临监管处罚和客户投诉。虽未造成实质损失，但反映流程执行不到位。,"Compliance risk with potential regulatory penalties and customer complaints. No actual loss, but reflects process execution gaps.",存在合规风险，可能面临监管处罚和客户投诉。虽未造成实质损失，但反映流程执行不到位。,
data-translations.ts,Findings Extended,可能导致风险分类准确度下降，影响拨备计提的充分性。涉及行业贷款余额约5600万元。,"May reduce classification accuracy, affecting provision adequacy. Industry loan exposure: ~CNY 56 million.",可能导致风险分类准确度下降，影响拨备计提的充分性。涉及行业贷款余额约5600万元。,
data-translations.ts,Branch Names,北京分行,Beijing Branch,北京分行,
data-translations.ts,Branch Names,上海分行,Shanghai Branch,上海分行,
data-translations.ts,Branch Names,广州分行,Guangzhou Branch,广州分行,
data-translations.ts,Branch Names,深圳分行,Shenzhen Branch,深圳分行,
data-translations.ts,Branch Names,杭州分行,Hangzhou Branch,杭州分行,
data-translations.ts,Branch Names,成都分行,Chengdu Branch,成都分行,
data-translations.ts,Branch Names,武汉分行,Wuhan Branch,武汉分行,
data-translations.ts,Branch Names,南京分行,Nanjing Branch,南京分行,
data-translations.ts,Branch Names,重庆分行,Chongqing Branch,重庆分行,
data-translations.ts,Branch Names,天津分行,Tianjin Branch,天津分行,
data-translations.ts,Branch Names,苏州分行,Suzhou Branch,苏州分行,
data-translations.ts,Branch Names,西安分行,Xi'an Branch,西安分行,
data-translations.ts,Regions,华北,North China,华北,
data-translations.ts,Regions,华东,East China,华东,
data-translations.ts,Regions,华南,South China,华南,
data-translations.ts,Regions,西南,Southwest,西南,
data-translations.ts,Regions,华中,Central China,华中,
data-translations.ts,Regions,西北,Northwest,西北,
data-translations.ts,Sampling Params - Control Type,授权审批类,Authorization & Approval,授权审批类,
data-translations.ts,Sampling Params - Control Type,验证核对类,Verification & Reconciliation,验证核对类,
data-translations.ts,Sampling Params - Control Type,系统自动类,Automated System,系统自动类,
data-translations.ts,Sampling Params - Control Type,报告生成类,Report Generation,报告生成类,
data-translations.ts,Sampling Params - Doc Types,信用审批表,Credit Approval Form,信用审批表,
data-translations.ts,Sampling Params - Doc Types,额度审批单,Limit Approval Slip,额度审批单,
data-translations.ts,Sampling Params - Doc Types,授权委托书,Power of Attorney,授权委托书,
data-translations.ts,Sampling Params - Doc Types,收入证明,Income Certificate,收入证明,
data-translations.ts,Sampling Params - Doc Types,银行流水,Bank Statement,银行流水,
data-translations.ts,Sampling Params - Doc Types,征信报告,Credit Report,征信报告,
data-translations.ts,Sampling Params - Doc Types,系统操作日志,System Operation Log,系统操作日志,
data-translations.ts,Sampling Params - Doc Types,参数配置截图,Parameter Config Screenshot,参数配置截图,
data-translations.ts,Sampling Params - Doc Types,异常预警记录,Anomaly Alert Record,异常预警记录,
data-translations.ts,Sampling Params - Doc Types,风险评估报告,Risk Assessment Report,风险评估报告,
data-translations.ts,Sampling Params - Doc Types,贷后检查报告,Post-Loan Inspection Report,贷后检查报告,
data-translations.ts,Sampling Params - Doc Types,分类调整记录,Classification Adjustment Record,分类调整记录,
data-translations.ts,Sampling Params - Months,1月,Jan,1月,
data-translations.ts,Sampling Params - Months,2月,Feb,2月,
data-translations.ts,Sampling Params - Months,3月,Mar,3月,
data-translations.ts,Sampling Params - Elevated,上年发现执行缺陷(F-001)，瑕疵率20%,"Prior year execution deficiency (F-001), deviation rate 20%",上年发现执行缺陷(F-001)，瑕疵率20%,
data-translations.ts,Sampling Params - Elevated,系统升级后流程变更，需验证新控制有效性,"Process change after system upgrade, need to verify new control effectiveness",系统升级后流程变更，需验证新控制有效性,
data-translations.ts,Sampling Rationale,基于PCAOB AS 2315抽样标准，结合银行个贷业务特征确定样本量,"Sample size determined based on PCAOB AS 2315 sampling standard, combined with personal loan business characteristics",基于PCAOB AS 2315抽样标准，结合银行个贷业务特征确定样本量,
data-translations.ts,Sampling Rationale,总体规模1247笔中抽取45笔（中位数），置信水平92%，可容忍偏差率5%,"From population of 1,247 transactions, 45 samples selected (median), 92% confidence, 5% tolerable deviation rate",总体规模1247笔中抽取45笔（中位数），置信水平92%，可容忍偏差率5%,
data-translations.ts,Sampling Rationale,对RAWTC≥6的高风险控制点加权抽样，系数1.2倍,"Weighted sampling for high-risk controls with RAWTC≥6, coefficient 1.2x",对RAWTC≥6的高风险控制点加权抽样，系数1.2倍,
data-translations.ts,Sampling Rationale,上年缺陷控制(CTRL-002)额外增加5笔样本覆盖,"Prior year deficient control (CTRL-002) receives 5 additional samples",上年缺陷控制(CTRL-002)额外增加5笔样本覆盖,
data-translations.ts,Sampling Rationale,系统升级涉及控制(CTRL-011)额外增加3笔验证,"System upgrade-affected control (CTRL-011) receives 3 additional verification samples",系统升级涉及控制(CTRL-011)额外增加3笔验证,
data-translations.ts,Sampling Rationale,分行抽样覆盖12/36家，涵盖所有区域，确保代表性,"Branch sampling covers 12/36, spanning all regions, ensuring representativeness",分行抽样覆盖12/36家，涵盖所有区域，确保代表性,
data-translations.ts,Impact Simulation - Event Types,控制缺陷事件,Control Deficiency Event,控制缺陷事件,
data-translations.ts,Impact Simulation - Event Types,组织调整事件,Organizational Change Event,组织调整事件,
data-translations.ts,Impact Simulation - Event Types,法规变更事件,Regulatory Change Event,法规变更事件,
data-translations.ts,Impact Simulation - Event Types,IT系统变更事件,IT System Change Event,IT系统变更事件,
data-translations.ts,Impact Simulation - Dimensions,内部控制,Internal Control,内部控制,
data-translations.ts,Impact Simulation - Dimensions,财务报告,Financial Reporting,财务报告,
data-translations.ts,Impact Simulation - Dimensions,审计范围,Audit Scope,审计范围,
data-translations.ts,Impact Simulation - Dimensions,风险评估,Risk Assessment,风险评估,
data-translations.ts,Impact Simulation - Dimensions,样本量,Sample Size,样本量,
data-translations.ts,Impact Simulation - Dimensions,测试程序,Test Procedures,测试程序,
data-translations.ts,Impact Simulation - Dimensions,合规检查,Compliance Check,合规检查,
data-translations.ts,Impact Simulation - Dimensions,管理层评估,Management Assessment,管理层评估,
data-translations.ts,Impact Simulation - Dimensions,信息系统,Information Systems,信息系统,
data-translations.ts,Impact Simulation - Dimensions,人员培训,Personnel Training,人员培训,
data-translations.ts,Impact Simulation - Dimensions,文档管理,Document Management,文档管理,
data-translations.ts,Impact Simulation - Dimensions,人员配置,Staffing,人员配置,
data-translations.ts,Impact Simulation - Dimensions,权限分离,Segregation of Duties,权限分离,
data-translations.ts,Impact Simulation - Dimensions,审批流程,Approval Process,审批流程,
data-translations.ts,Impact Simulation - Dimensions,部门职责,Department Responsibilities,部门职责,
data-translations.ts,Impact Simulation - Dimensions,信息传递,Information Flow,信息传递,
data-translations.ts,Impact Simulation - Dimensions,控制环境,Control Environment,控制环境,
data-translations.ts,Impact Simulation - Dimensions,风险应对,Risk Response,风险应对,
data-translations.ts,Impact Simulation - Dimensions,培训计划,Training Plan,培训计划,
data-translations.ts,Impact Simulation - Dimensions,系统访问,System Access,系统访问,
data-translations.ts,Impact Simulation - Dimensions,知识转移,Knowledge Transfer,知识转移,
data-translations.ts,Impact Simulation - Dimensions,绩效评估,Performance Evaluation,绩效评估,
data-translations.ts,Impact Simulation - Dimensions,合规要求,Compliance Requirements,合规要求,
data-translations.ts,Impact Simulation - Dimensions,披露标准,Disclosure Standards,披露标准,
data-translations.ts,Impact Simulation - Dimensions,审计准则,Auditing Standards,审计准则,
data-translations.ts,Impact Simulation - Dimensions,内控框架,IC Framework,内控框架,
data-translations.ts,Impact Simulation - Dimensions,报告格式,Report Format,报告格式,
data-translations.ts,Impact Simulation - Dimensions,评估标准,Assessment Criteria,评估标准,
data-translations.ts,Impact Simulation - Dimensions,监管申报,Regulatory Filing,监管申报,
data-translations.ts,Impact Simulation - Dimensions,风险阈值,Risk Threshold,风险阈值,
data-translations.ts,Impact Simulation - Dimensions,控制目标,Control Objectives,控制目标,
data-translations.ts,Impact Simulation - Dimensions,测试方法,Testing Methods,测试方法,
data-translations.ts,Impact Simulation - Dimensions,证据标准,Evidence Standards,证据标准,
data-translations.ts,Impact Simulation - Dimensions,数据完整性,Data Integrity,数据完整性,
data-translations.ts,Impact Simulation - Dimensions,访问控制,Access Control,访问控制,
data-translations.ts,Impact Simulation - Dimensions,变更管理,Change Management,变更管理,
data-translations.ts,Impact Simulation - Dimensions,接口测试,Interface Testing,接口测试,
data-translations.ts,Impact Simulation - Dimensions,备份恢复,Backup & Recovery,备份恢复,
data-translations.ts,Impact Simulation - Dimensions,审计轨迹,Audit Trail,审计轨迹,
data-translations.ts,Impact Simulation - Dimensions,自动化控制,Automated Controls,自动化控制,
data-translations.ts,Impact Simulation - Dimensions,系统集成,System Integration,系统集成,
data-translations.ts,Impact Simulation - Dimensions,数据迁移,Data Migration,数据迁移,
data-translations.ts,Impact Simulation - Dimensions,性能监控,Performance Monitoring,性能监控,
data-translations.ts,Impact Simulation - Dimensions,安全策略,Security Policy,安全策略,
data-translations.ts,Impact Simulation - Dimensions,残余风险,Residual Risk,残余风险,
data-translations.ts,Impact Simulation - Dimensions,控制有效性,Control Effectiveness,控制有效性,
data-translations.ts,Impact Simulation - Dimensions,合规指标,Compliance Metrics,合规指标,
data-translations.ts,Impact Simulation - Dimensions,运营效率,Operational Efficiency,运营效率,
data-translations.ts,Impact Simulation - Dimensions,成本影响,Cost Impact,成本影响,
data-translations.ts,Impact Simulation - Recommendations,立即加强关键控制点的测试频率，将抽样量提升50%,"Immediately increase testing frequency of key controls, raise sampling by 50%",立即加强关键控制点的测试频率，将抽样量提升50%,
data-translations.ts,Impact Simulation - Recommendations,增设补偿性控制以覆盖识别的控制缺口,"Add compensating controls to cover identified control gaps",增设补偿性控制以覆盖识别的控制缺口,
data-translations.ts,Impact Simulation - Recommendations,更新风险评估矩阵，重新评估受影响流程的固有风险等级,"Update risk assessment matrix, reassess inherent risk levels of affected processes",更新风险评估矩阵，重新评估受影响流程的固有风险等级,
data-translations.ts,Impact Simulation - Recommendations,安排专项培训，确保相关人员理解变更后的控制要求,"Arrange specialized training to ensure staff understand revised control requirements",安排专项培训，确保相关人员理解变更后的控制要求,
data-translations.ts,PBC Documents,信用评分模型参数配置表,Credit Scoring Model Parameter Config,信用评分模型参数配置表,
data-translations.ts,PBC Documents,评分模型验证报告,Scoring Model Validation Report,评分模型验证报告,
data-translations.ts,PBC Documents,收入证明审批单,Income Verification Approval Form,收入证明审批单,
data-translations.ts,PBC Documents,银行流水核验记录,Bank Statement Verification Record,银行流水核验记录,
data-translations.ts,PBC Documents,收入证明原件影印,Original Income Certificate Copy,收入证明原件影印,
data-translations.ts,PBC Documents,雇主确认函,Employer Confirmation Letter,雇主确认函,
data-translations.ts,PBC Documents,征信查询授权书,Credit Inquiry Authorization Form,征信查询授权书,
data-translations.ts,PBC Documents,征信系统操作日志,Credit System Operation Log,征信系统操作日志,
data-translations.ts,PBC Documents,授权管理台账,Authorization Management Ledger,授权管理台账,
data-translations.ts,PBC Documents,审批权限矩阵,Approval Authority Matrix,审批权限矩阵,
data-translations.ts,PBC Documents,超额审批记录,Excess Approval Records,超额审批记录,
data-translations.ts,PBC Documents,用途声明书,Purpose Statement,用途声明书,
data-translations.ts,PBC Documents,用途合规审核表,Purpose Compliance Review Form,用途合规审核表,
data-translations.ts,PBC Documents,资金监控预警日志,Fund Monitoring Alert Log,资金监控预警日志,
data-translations.ts,PBC Documents,白名单管理记录,Whitelist Management Record,白名单管理记录,
data-translations.ts,PBC Documents,大额划转处理记录,Large Transfer Processing Record,大额划转处理记录,
data-translations.ts,PBC Documents,关联方核查报告,Related Party Inspection Report,关联方核查报告,
data-translations.ts,PBC Documents,关联方识别系统截图,Related Party System Screenshot,关联方识别系统截图,
data-translations.ts,PBC Documents,关联交易审批单,Related Transaction Approval Form,关联交易审批单,
data-translations.ts,PBC Documents,异常交易模型规则文档,Anomaly Model Rule Documentation,异常交易模型规则文档,
data-translations.ts,PBC Documents,预警处理台账,Alert Processing Ledger,预警处理台账,
data-translations.ts,PBC Documents,客户回访记录表,Client Follow-up Record,客户回访记录表,
data-translations.ts,PBC Documents,回访计划执行表,Follow-up Plan Execution Form,回访计划执行表,
data-translations.ts,PBC Documents,抵押物评估报告,Collateral Appraisal Report,抵押物评估报告,
data-translations.ts,PBC Documents,评估机构资质文件,Appraiser Qualification Documents,评估机构资质文件,
data-translations.ts,PBC Documents,抵押率监控报告,LTV Monitoring Report,抵押率监控报告,
data-translations.ts,PBC Documents,逾期预警规则配置,Overdue Alert Rule Configuration,逾期预警规则配置,
data-translations.ts,PBC Documents,预警触发统计报告,Alert Trigger Statistics Report,预警触发统计报告,
data-translations.ts,PBC Documents,催收流程跟踪表,Collection Process Tracking Form,催收流程跟踪表,
data-translations.ts,PBC Documents,风险分类调整审批单,Risk Classification Adjustment Approval,风险分类调整审批单,
data-translations.ts,PBC Documents,五级分类标准文件,Five-Category Standard Document,五级分类标准文件,
data-translations.ts,PBC Documents,分类调整月度汇总,Monthly Classification Adjustment Summary,分类调整月度汇总,
data-translations.ts,PBC Documents,模型变更审批记录,Model Change Approval Record,模型变更审批记录,
data-translations.ts,PBC Documents,审核人员培训记录,Review Staff Training Record,审核人员培训记录,
data-translations.ts,PBC Documents,额度计算工作底稿,Limit Calculation Workpaper,额度计算工作底稿,
data-translations.ts,PBC Documents,购销合同,Purchase/Sale Contract,购销合同,
data-translations.ts,PBC Documents,股权结构图,Equity Structure Diagram,股权结构图,
data-translations.ts,PBC Documents,风险预警跟踪表,Risk Alert Tracking Form,风险预警跟踪表,
data-translations.ts,PBC Documents,评估差异说明,Appraisal Variance Explanation,评估差异说明,
data-translations.ts,PBC Documents,授权书模板,Authorization Form Template,授权书模板,
data-translations.ts,PBC Documents,系统参数配置表,System Parameter Config,系统参数配置表,
data-translations.ts,PBC Documents,模型训练记录,Model Training Record,模型训练记录,
data-translations.ts,PBC Documents,系统升级变更单,System Upgrade Change Order,系统升级变更单,
data-translations.ts,PBC Documents,行业风险分析报告,Industry Risk Analysis Report,行业风险分析报告,
data-translations.ts,PBC Categories,系统日志,System Log,系统日志,
data-translations.ts,PBC Categories,报告文件,Report,报告文件,
data-translations.ts,PBC Categories,审批记录,Approval Record,审批记录,
data-translations.ts,PBC Categories,凭证单据,Supporting Document,凭证单据,
data-translations.ts,PBC Descriptions,提供2025Q1信用评分模型参数配置截图及变更记录,Provide 2025 Q1 credit scoring model parameter screenshots and change records,提供2025Q1信用评分模型参数配置截图及变更记录,
data-translations.ts,PBC Descriptions,年度信用评分模型后验报告,Annual credit scoring model back-testing report,年度信用评分模型后验报告,
data-translations.ts,Error Messages,无法获取响应流,Unable to get response stream,无法获取响应流,
data-translations.ts,Error Messages,网络连接失败，请稍后重试,"Network connection failed, please try again later",网络连接失败，请稍后重试,
data-translations.ts,Person Names,张明,Zhang Ming,张明,
data-translations.ts,Person Names,李华,Li Hua,李华,
data-translations.ts,Person Names,王强,Wang Qiang,王强,
data-translations.ts,Person Names,王芳,Wang Fang,王芳,
data-translations.ts,Person Names,赵丽,Zhao Li,赵丽,
data-translations.ts,Person Names,刘伟,Liu Wei,刘伟,
data-translations.ts,Person Names,刘总,Director Liu,刘总,
data-translations.ts,Person Names,系统,System,系统,
